temperature,humidity,cloud_cover,wind_speed,pressure,irradiance,hour,day,month,solar_energy_generation
29.96714153011233,35.700413873113,17.150982298024275,4.375148621402305,998.9894068525557,0.0,0,1,1,0.0
23.617356988288154,18.241535555376487,34.680221978800375,12.73492326394271,1015.868963983485,0.0,1,1,1,0.0
31.476885381006923,15.744603635637535,97.01017643315615,2.022287523721882,1004.5970710749988,0.0,2,1,1,0.0
40.23029856408026,17.542078231914886,78.07878459797925,10.958693797983557,994.7685593215583,0.0,3,1,1,0.0
22.65846625276664,56.62954889536343,28.259083253753236,11.679168049793425,998.9304114665082,0.0,4,1,1,0.0
22.658630430508193,14.132974066319175,56.3941769644487,4.324745978683473,1013.6291326467508,0.0,5,1,1,0.0
40.79212815507391,36.95414999712307,40.43261228494788,7.833862599824737,1001.7969740712757,30.223371238053343,6,1,1,0.13978419828145922
32.67434729152909,70.25597615313835,48.99651763271299,16.54385779167605,1011.1444877210167,225.12182746260163,7,1,1,0.845703156086884
20.305256140650478,33.54785332123025,35.51661913907085,2.9681810750592685,997.1935864969136,427.00749873318614,8,1,1,2.059035734682047
30.425600435859646,71.06464617441038,27.93310185303406,8.690123952316803,1005.7003340263981,661.4043863644033,9,1,1,3.393076299414066
20.365823071875376,69.63736305656442,67.47630413914187,18.654661424229037,1007.9286023099479,613.8210441478988,10,1,1,3.0721160649793253
20.34270246429743,29.666170610657304,77.85418150861176,10.08217855399202,1004.4474597160014,626.2874839328981,11,1,1,2.975827981734377
27.419622715660342,68.30577440741963,87.39571227473448,14.50267423666574,996.9271310972708,631.2854947756398,12,1,1,3.5418880713935588
5.86719755342202,69.82213106176806,15.532996731818805,16.537320791111018,1006.1543733612358,892.3401856436641,13,1,1,4.8129802600929885
7.750821674869673,41.79631405336215,82.28555236452407,4.075487496909849,1014.251519618866,512.6069551917635,14,1,1,2.8625445428986187
19.377124707590273,26.833638699321458,25.480082447706355,4.3643447106586475,1023.7716981989051,657.9812616777518,15,1,1,3.5167301024789173
14.871688796655762,51.70166455134953,42.733638991005066,15.17182912196767,1017.6332567167283,384.24321126948576,16,1,1,1.984899188220741
28.14247332595274,83.71180704001571,90.14436858492466,15.06613476352802,995.6514668531667,166.24403171727994,17,1,1,0.662823082304855
15.91975924478789,61.169338594564955,45.4503600982602,1.2036664127923813,999.5445647431239,0.0,18,1,1,0.03983953518148962
10.876962986647085,23.833799810180896,19.70635340443162,6.449964813899287,992.7588363408672,0.0,19,1,1,0.0
39.65648768921554,64.62055397868158,15.98686552371178,7.970649838168759,994.7477333491028,0.0,20,1,1,0.0
22.742236995134643,44.176242182546765,47.29837666521338,16.580808069423075,998.7739037703957,0.0,21,1,1,0.0
25.67528204687924,57.32230378842984,76.26724239765541,8.437245108594748,996.9834578204377,0.0,22,1,1,0.0
10.752518137865433,68.72512280184864,99.72051439743012,18.518577808064876,997.4777237768322,0.0,23,1,1,0.0
19.556172754748175,51.19578812115559,78.74086284309018,19.9321555428128,998.076957925375,0.0,0,2,1,0.0
26.10922589709866,75.11871796586469,87.70119589428535,15.614523313886991,1000.5237543524264,0.0,1,2,1,0.0
13.490064225776973,67.77244634533022,74.7832360934888,13.32773379134515,994.3955124019366,0.0,2,2,1,0.0
28.75698018345672,59.20586720148086,89.5435100756106,7.837943319742456,999.7242244336403,0.0,3,2,1,0.0
18.99361310081195,22.06342526658812,7.629354331391324,1.3407889210406676,1014.0944139548719,0.0,4,2,1,0.0
22.083062502067232,76.87592887292547,92.99315989816455,11.462775127922612,998.2740349938911,0.0,5,2,1,0.0
18.98293387770603,84.87244682558529,39.64061537256561,7.234098110879819,996.0143449678441,0.0,6,2,1,0.12070322202614048
43.522781845089376,20.957209904743586,92.16142232804447,7.017961516646871,992.3693481764561,169.44708750212249,7,2,1,0.794486883257494
24.865027752620662,49.059290354674445,7.573283745947556,13.754185054188712,1007.4990020168964,403.6327737723081,8,2,1,1.900012593832634
14.422890710440996,30.711099357640357,71.52429571211358,9.272787171932714,1019.4693954755297,419.2744022282875,9,2,1,2.063515192655161
33.225449121031886,70.36186459404517,73.56887486702045,15.041876895429,992.065582549231,588.4634178714861,10,2,1,2.8025802872020953
12.791563500289778,67.730370880376,99.69108892977727,7.963464453707583,1008.9814109533352,526.0429689440457,11,2,1,2.9272867588321763
27.088635950047554,21.270809645631896,76.88552706898138,3.017267709731253,1012.7716620397874,674.3359590394934,12,2,1,3.4699607250536944
